Date,Visitor/Neutral,PTS,Home/Neutral,,Visitor_PTS,Home_PTS,Month,Season,Recent Wins (Home),Recent Losses (Home),Recent Win % (Home),Recent Wins (Visitor),Recent Losses (Visitor),Recent Win % (Visitor),Matchup Wins (Home),Matchup Wins (Visitor),Total Matchups,DSLG (Home),DSLG (Visitor),Wins (Home),Losses (Home),Wins (Visitor),Losses (Visitor)
Wed Nov 15 2023,Minnesota Timberwolves,133,Phoenix Suns,,115,133,november,2023-2024,3,2,60.0,3,2,60.0,3,4,7,3.0,1.0,4,6,8,2
Wed Nov 15 2023,Sacramento Kings,110,Los Angeles Lakers,,125,110,november,2023-2024,3,2,60.0,2,3,40.0,0,4,4,1.0,2.0,6,5,5,4
Wed Nov 15 2023,Cleveland Cavaliers,95,Portland Trail Blazers,,109,95,november,2023-2024,3,2,60.0,4,1,80.0,1,1,2,1.0,2.0,3,7,4,6
Thu Nov 16 2023,Brooklyn Nets,122,Miami Heat,,115,122,november,2023-2024,4,1,80.0,1,4,20.0,2,2,4,2.0,2.0,7,4,6,5
Thu Nov 16 2023,Oklahoma City Thunder,109,Golden State Warriors,,128,109,november,2023-2024,2,3,40.0,2,3,40.0,1,3,4,2.0,2.0,6,6,7,4
Fri Nov 17 2023,Milwaukee Bucks,99,Charlotte Hornets,,130,99,november,2023-2024,3,2,60.0,3,2,60.0,0,4,4,3.0,2.0,3,7,7,4
Fri Nov 17 2023,New York Knicks,99,Washington Wizards,,120,99,november,2023-2024,3,2,60.0,2,3,40.0,0,3,3,2.0,2.0,2,9,6,5
Fri Nov 17 2023,Philadelphia 76ers,116,Atlanta Hawks,,126,116,november,2023-2024,3,2,60.0,1,4,20.0,2,2,4,2.0,2.0,6,5,8,3
Fri Nov 17 2023,Detroit Pistons,108,Cleveland Cavaliers,,100,108,november,2023-2024,4,1,80.0,2,3,40.0,4,0,4,2.0,3.0,5,6,2,10
Fri Nov 17 2023,Sacramento Kings,120,San Antonio Spurs,,129,120,november,2023-2024,3,2,60.0,2,3,40.0,0,3,3,3.0,2.0,3,8,6,4
Fri Nov 17 2023,Boston Celtics,105,Toronto Raptors,,108,105,november,2023-2024,3,2,60.0,2,3,40.0,0,4,4,2.0,2.0,5,6,9,2
Fri Nov 17 2023,Orlando Magic,97,Chicago Bulls,,103,97,november,2023-2024,1,4,20.0,2,3,40.0,0,4,4,2.0,2.0,4,8,6,5
Fri Nov 17 2023,Denver Nuggets,115,New Orleans Pelicans,,110,115,november,2023-2024,3,2,60.0,1,4,20.0,1,2,3,3.0,3.0,5,6,9,2
Fri Nov 17 2023,Los Angeles Lakers,95,Portland Trail Blazers,,107,95,november,2023-2024,3,2,60.0,2,3,40.0,0,3,3,2.0,2.0,3,8,6,6
Fri Nov 17 2023,Phoenix Suns,128,Utah Jazz,,131,128,november,2023-2024,4,1,80.0,2,3,40.0,0,4,4,3.0,2.0,4,7,5,6
Fri Nov 17 2023,Houston Rockets,106,Los Angeles Clippers,,100,106,november,2023-2024,4,1,80.0,0,5,0.0,2,1,3,3.0,5.0,3,7,6,3
Sat Nov 18 2023,New York Knicks,108,Charlotte Hornets,,122,108,november,2023-2024,2,3,40.0,3,2,60.0,0,4,4,1.0,1.0,3,8,7,5
Sat Nov 18 2023,Minnesota Timberwolves,120,New Orleans Pelicans,,121,120,november,2023-2024,2,3,40.0,4,1,80.0,2,2,4,1.0,3.0,6,6,8,3
Sat Nov 18 2023,Miami Heat,102,Chicago Bulls,,97,102,november,2023-2024,1,4,20.0,4,1,80.0,2,3,5,1.0,2.0,4,9,8,4
Sat Nov 18 2023,Dallas Mavericks,132,Milwaukee Bucks,,125,132,november,2023-2024,4,1,80.0,3,2,60.0,2,0,2,1.0,3.0,8,4,9,3
Sat Nov 18 2023,Memphis Grizzlies,108,San Antonio Spurs,,120,108,november,2023-2024,2,3,40.0,3,2,60.0,1,3,4,1.0,4.0,3,9,2,9
Sat Nov 18 2023,Oklahoma City Thunder,123,Golden State Warriors,OT,130,123,november,2023-2024,1,4,20.0,3,2,60.0,1,3,4,2.0,2.0,6,7,8,4
Sun Nov 19 2023,Philadelphia 76ers,99,Brooklyn Nets,,121,99,november,2023-2024,2,3,40.0,2,3,40.0,2,2,4,3.0,2.0,6,6,9,3
Sun Nov 19 2023,Detroit Pistons,142,Toronto Raptors,,113,142,november,2023-2024,2,3,40.0,3,2,60.0,1,2,3,2.0,2.0,5,7,2,11
Sun Nov 19 2023,Orlando Magic,116,Indiana Pacers,,128,116,november,2023-2024,2,3,40.0,3,2,60.0,1,2,3,5.0,2.0,7,4,7,5
Sun Nov 19 2023,Denver Nuggets,121,Cleveland Cavaliers,,109,121,november,2023-2024,4,1,80.0,2,3,40.0,1,1,2,2.0,2.0,6,6,9,3
Sun Nov 19 2023,Sacramento Kings,113,Dallas Mavericks,,129,113,november,2023-2024,4,1,80.0,2,3,40.0,2,2,4,1.0,2.0,9,4,7,4
Sun Nov 19 2023,Boston Celtics,100,Memphis Grizzlies,,102,100,november,2023-2024,3,2,60.0,2,3,40.0,0,2,2,1.0,2.0,3,9,10,2
Sun Nov 19 2023,Phoenix Suns,137,Utah Jazz,2OT,140,137,november,2023-2024,3,2,60.0,2,3,40.0,0,4,4,2.0,2.0,4,8,6,6
Sun Nov 19 2023,Oklahoma City Thunder,91,Portland Trail Blazers,,134,91,november,2023-2024,3,2,60.0,4,1,80.0,0,4,4,2.0,1.0,3,9,9,4
Sun Nov 19 2023,Houston Rockets,105,Los Angeles Lakers,,104,105,november,2023-2024,2,3,40.0,1,4,20.0,2,2,4,2.0,2.0,7,6,6,4
Mon Nov 20 2023,Boston Celtics,121,Charlotte Hornets,OT,118,121,november,2023-2024,2,3,40.0,3,2,60.0,1,2,3,2.0,1.0,3,9,11,2
Mon Nov 20 2023,Denver Nuggets,103,Detroit Pistons,,107,103,november,2023-2024,3,2,60.0,3,2,60.0,0,2,2,1.0,1.0,2,12,9,4
Mon Nov 20 2023,Milwaukee Bucks,129,Washington Wizards,,142,129,november,2023-2024,2,3,40.0,3,2,60.0,1,2,3,3.0,2.0,2,10,9,4
Mon Nov 20 2023,Miami Heat,100,Chicago Bulls,,118,100,november,2023-2024,1,4,20.0,4,1,80.0,2,3,5,2.0,2.0,5,9,8,5
Mon Nov 20 2023,New York Knicks,117,Minnesota Timberwolves,,100,117,november,2023-2024,5,0,100.0,4,1,80.0,1,1,2,2.0,2.0,9,3,8,5
Mon Nov 20 2023,Sacramento Kings,129,New Orleans Pelicans,,93,129,november,2023-2024,1,4,20.0,3,2,60.0,6,0,6,2.0,1.0,6,7,8,4
Mon Nov 20 2023,Los Angeles Clippers,99,San Antonio Spurs,,124,99,november,2023-2024,1,4,20.0,3,2,60.0,0,3,3,2.0,3.0,3,10,4,7
Mon Nov 20 2023,Houston Rockets,121,Golden State Warriors,,116,121,november,2023-2024,0,5,0.0,2,3,40.0,3,0,3,2.0,1.0,6,8,6,5
Tue Nov 21 2023,Toronto Raptors,126,Orlando Magic,,107,126,november,2023-2024,4,1,80.0,1,4,20.0,3,0,3,2.0,2.0,8,5,6,7
Tue Nov 21 2023,Indiana Pacers,152,Atlanta Hawks,,157,152,november,2023-2024,2,3,40.0,2,3,40.0,0,4,4,4.0,2.0,6,6,7,5
Tue Nov 21 2023,Cleveland Cavaliers,119,Philadelphia 76ers,OT,122,119,november,2023-2024,2,3,40.0,3,2,60.0,2,2,4,2.0,2.0,10,3,7,6
Tue Nov 21 2023,Portland Trail Blazers,120,Phoenix Suns,,107,120,november,2023-2024,2,3,40.0,2,3,40.0,3,1,4,2.0,2.0,7,6,3,10
Tue Nov 21 2023,Utah Jazz,131,Los Angeles Lakers,,99,131,november,2023-2024,1,4,20.0,2,3,40.0,2,1,3,2.0,2.0,8,6,4,9
Wed Nov 22 2023,Washington Wizards,117,Charlotte Hornets,,114,117,november,2023-2024,1,4,20.0,2,3,40.0,2,2,4,2.0,2.0,4,9,2,11
Wed Nov 22 2023,Denver Nuggets,124,Orlando Magic,,119,124,november,2023-2024,4,1,80.0,4,1,80.0,2,0,2,1.0,2.0,9,5,10,4
Wed Nov 22 2023,Brooklyn Nets,147,Atlanta Hawks,OT,145,147,november,2023-2024,1,4,20.0,2,3,40.0,1,3,4,1.0,3.0,6,7,6,7
Wed Nov 22 2023,Milwaukee Bucks,119,Boston Celtics,,116,119,november,2023-2024,4,1,80.0,3,2,60.0,2,2,4,2.0,2.0,11,3,10,4
Wed Nov 22 2023,Miami Heat,96,Cleveland Cavaliers,,129,96,november,2023-2024,3,2,60.0,4,1,80.0,1,3,4,1.0,2.0,8,6,9,5
Wed Nov 22 2023,Toronto Raptors,131,Indiana Pacers,,132,131,november,2023-2024,3,2,60.0,1,4,20.0,2,2,4,1.0,1.0,8,5,6,8
Wed Nov 22 2023,Memphis Grizzlies,111,Houston Rockets,,91,111,november,2023-2024,3,2,60.0,3,2,60.0,3,1,4,2.0,3.0,6,6,3,10
Wed Nov 22 2023,Philadelphia 76ers,112,Minnesota Timberwolves,,99,112,november,2023-2024,4,1,80.0,2,3,40.0,1,1,2,2.0,1.0,10,3,10,4
Wed Nov 22 2023,Sacramento Kings,117,New Orleans Pelicans,,112,117,november,2023-2024,0,5,0.0,4,1,80.0,6,0,6,2.0,2.0,7,7,8,5
Wed Nov 22 2023,Chicago Bulls,116,Oklahoma City Thunder,,102,116,november,2023-2024,4,1,80.0,1,4,20.0,2,0,2,3.0,2.0,10,4,5,10
Wed Nov 22 2023,Los Angeles Clippers,102,San Antonio Spurs,,109,102,november,2023-2024,1,4,20.0,3,2,60.0,0,3,3,2.0,2.0,3,11,5,7
Wed Nov 22 2023,Golden State Warriors,123,Phoenix Suns,,115,123,november,2023-2024,2,3,40.0,0,5,0.0,3,1,4,1.0,2.0,8,6,7,8
Wed Nov 22 2023,Utah Jazz,121,Portland Trail Blazers,,105,121,november,2023-2024,2,3,40.0,2,3,40.0,1,3,4,1.0,1.0,3,11,4,10
Wed Nov 22 2023,Dallas Mavericks,101,Los Angeles Lakers,,104,101,november,2023-2024,1,4,20.0,4,1,80.0,1,2,3,1.0,3.0,9,6,9,5
Fri Nov 24 2023,Boston Celtics,113,Orlando Magic,,96,113,november,2023-2024,3,2,60.0,4,1,80.0,1,2,3,2.0,2.0,10,5,12,3
Fri Nov 24 2023,Phoenix Suns,89,Memphis Grizzlies,,110,89,november,2023-2024,4,1,80.0,2,3,40.0,1,2,3,2.0,2.0,3,11,9,6
Fri Nov 24 2023,Miami Heat,100,New York Knicks,,98,100,november,2023-2024,5,0,100.0,4,1,80.0,2,1,3,4.0,2.0,8,6,10,5
Fri Nov 24 2023,Chicago Bulls,121,Toronto Raptors,,108,121,november,2023-2024,2,3,40.0,1,4,20.0,2,2,4,2.0,2.0,7,8,5,11
Fri Nov 24 2023,Denver Nuggets,105,Houston Rockets,,86,105,november,2023-2024,3,2,60.0,4,1,80.0,3,1,4,2.0,2.0,7,6,10,5
Fri Nov 24 2023,Detroit Pistons,136,Indiana Pacers,,113,136,november,2023-2024,3,2,60.0,3,2,60.0,4,0,4,2.0,4.0,8,6,2,13
Fri Nov 24 2023,Washington Wizards,131,Milwaukee Bucks,,128,131,november,2023-2024,4,1,80.0,2,3,40.0,2,1,3,2.0,2.0,10,5,2,12
Fri Nov 24 2023,Sacramento Kings,111,Minnesota Timberwolves,,124,111,november,2023-2024,3,2,60.0,5,0,100.0,1,2,3,2.0,2.0,11,3,8,6
Fri Nov 24 2023,San Antonio Spurs,118,Golden State Warriors,,112,118,november,2023-2024,1,4,20.0,1,4,20.0,3,1,4,2.0,2.0,7,9,3,12
Fri Nov 24 2023,New Orleans Pelicans,106,Los Angeles Clippers,,116,106,november,2023-2024,3,2,60.0,0,5,0.0,1,3,4,2.0,2.0,6,7,8,7
Sat Nov 25 2023,Philadelphia 76ers,123,Oklahoma City Thunder,,127,123,november,2023-2024,3,2,60.0,3,2,60.0,0,2,2,3.0,3.0,11,4,10,5
Sat Nov 25 2023,Miami Heat,112,Brooklyn Nets,,97,112,november,2023-2024,2,3,40.0,4,1,80.0,2,2,4,3.0,1.0,6,8,10,6
Sat Nov 25 2023,Atlanta Hawks,108,Washington Wizards,,136,108,november,2023-2024,2,3,40.0,1,4,20.0,1,3,4,1.0,3.0,2,13,7,7
Sat Nov 25 2023,Los Angeles Lakers,115,Cleveland Cavaliers,,121,115,november,2023-2024,2,3,40.0,1,4,20.0,0,2,2,3.0,3.0,8,7,9,7
Sat Nov 25 2023,New Orleans Pelicans,105,Utah Jazz,,100,105,november,2023-2024,2,3,40.0,1,4,20.0,2,2,4,3.0,1.0,4,11,9,7
Sat Nov 25 2023,Dallas Mavericks,107,Los Angeles Clippers,,88,107,november,2023-2024,3,2,60.0,4,1,80.0,4,3,7,1.0,3.0,6,8,10,5
Sun Nov 26 2023,Portland Trail Blazers,108,Milwaukee Bucks,,102,108,november,2023-2024,3,2,60.0,1,4,20.0,1,1,2,2.0,4.0,11,5,4,11
Sun Nov 26 2023,Atlanta Hawks,113,Boston Celtics,,103,113,november,2023-2024,4,1,80.0,1,4,20.0,2,2,4,2.0,1.0,12,4,8,7
Sun Nov 26 2023,Minnesota Timberwolves,97,Memphis Grizzlies,,119,97,november,2023-2024,3,2,60.0,2,3,40.0,0,4,4,2.0,2.0,3,12,11,4
Sun Nov 26 2023,Phoenix Suns,113,New York Knicks,,116,113,november,2023-2024,4,1,80.0,3,2,60.0,1,1,2,2.0,2.0,9,6,10,6
Sun Nov 26 2023,Charlotte Hornets,130,Orlando Magic,,117,130,november,2023-2024,2,3,40.0,0,5,0.0,3,1,4,2.0,4.0,11,5,5,9
Sun Nov 26 2023,Chicago Bulls,118,Brooklyn Nets,,109,118,november,2023-2024,2,3,40.0,2,3,40.0,3,0,3,1.0,2.0,7,8,5,12
Sun Nov 26 2023,Toronto Raptors,105,Cleveland Cavaliers,,102,105,november,2023-2024,1,4,20.0,2,3,40.0,2,1,3,1.0,2.0,8,8,8,8
Sun Nov 26 2023,San Antonio Spurs,132,Denver Nuggets,,120,132,november,2023-2024,5,0,100.0,1,4,20.0,3,1,4,2.0,2.0,10,6,3,13
Mon Nov 27 2023,Washington Wizards,107,Detroit Pistons,,126,107,november,2023-2024,3,2,60.0,2,3,40.0,2,2,4,3.0,2.0,2,14,2,14
Mon Nov 27 2023,Portland Trail Blazers,110,Indiana Pacers,,114,110,november,2023-2024,2,3,40.0,2,3,40.0,0,2,2,3.0,1.0,9,6,4,12
Mon Nov 27 2023,Los Angeles Lakers,138,Philadelphia 76ers,,94,138,november,2023-2024,4,1,80.0,2,3,40.0,1,1,2,2.0,2.0,11,5,10,7
Mon Nov 27 2023,New Orleans Pelicans,114,Utah Jazz,,112,114,november,2023-2024,2,3,40.0,2,3,40.0,2,2,4,2.0,2.0,5,11,9,8
Mon Nov 27 2023,Denver Nuggets,104,Los Angeles Clippers,,113,104,november,2023-2024,2,3,40.0,4,1,80.0,2,2,4,2.0,1.0,7,8,11,6
Tue Nov 28 2023,Chicago Bulls,124,Boston Celtics,,97,124,november,2023-2024,3,2,60.0,3,2,60.0,3,0,3,2.0,2.0,13,4,5,13
Tue Nov 28 2023,Toronto Raptors,115,Brooklyn Nets,,103,115,november,2023-2024,2,3,40.0,3,2,60.0,3,1,4,2.0,2.0,8,8,8,9
Tue Nov 28 2023,Atlanta Hawks,128,Cleveland Cavaliers,,105,128,november,2023-2024,1,4,20.0,2,3,40.0,3,1,4,2.0,2.0,9,8,8,8
Tue Nov 28 2023,Milwaukee Bucks,124,Miami Heat,,131,124,november,2023-2024,5,0,100.0,2,3,40.0,1,2,3,3.0,2.0,10,7,12,5
Tue Nov 28 2023,Charlotte Hornets,115,New York Knicks,,91,115,november,2023-2024,3,2,60.0,1,4,20.0,4,0,4,2.0,2.0,9,7,5,10
Tue Nov 28 2023,Oklahoma City Thunder,106,Minnesota Timberwolves,,103,106,november,2023-2024,2,3,40.0,3,2,60.0,2,2,4,2.0,3.0,12,4,11,5
Tue Nov 28 2023,Houston Rockets,121,Dallas Mavericks,,115,121,november,2023-2024,4,1,80.0,3,2,60.0,3,1,4,3.0,4.0,10,6,8,6
Tue Nov 28 2023,Golden State Warriors,124,Sacramento Kings,,123,124,november,2023-2024,5,0,100.0,1,4,20.0,3,2,5,4.0,4.0,9,6,8,9
Wed Nov 29 2023,Los Angeles Lakers,107,Detroit Pistons,,133,107,november,2023-2024,3,2,60.0,2,3,40.0,0,2,2,2.0,2.0,2,15,10,8
Wed Nov 29 2023,Washington Wizards,139,Orlando Magic,,120,139,november,2023-2024,1,4,20.0,3,2,60.0,4,0,4,3.0,2.0,12,5,3,14
Wed Nov 29 2023,Phoenix Suns,112,Toronto Raptors,,105,112,november,2023-2024,4,1,80.0,3,2,60.0,1,1,2,1.0,3.0,8,10,11,6
Wed Nov 29 2023,Utah Jazz,105,Memphis Grizzlies,,91,105,november,2023-2024,2,3,40.0,2,3,40.0,1,2,3,3.0,2.0,3,13,6,11
Wed Nov 29 2023,Philadelphia 76ers,124,New Orleans Pelicans,,114,124,november,2023-2024,3,2,60.0,3,2,60.0,2,0,2,2.0,2.0,9,9,12,5
Wed Nov 29 2023,Houston Rockets,134,Denver Nuggets,,124,134,november,2023-2024,4,1,80.0,3,2,60.0,1,3,4,2.0,1.0,12,6,8,7
Wed Nov 29 2023,Los Angeles Clippers,117,Sacramento Kings,,131,117,november,2023-2024,4,1,80.0,2,3,40.0,2,2,4,1.0,2.0,10,6,7,9
Thu Nov 30 2023,Portland Trail Blazers,95,Cleveland Cavaliers,,103,95,november,2023-2024,1,4,20.0,3,2,60.0,1,1,2,2.0,3.0,10,8,5,12
Thu Nov 30 2023,Charlotte Hornets,128,Brooklyn Nets,,129,128,november,2023-2024,1,4,20.0,2,3,40.0,1,2,3,2.0,2.0,9,8,5,11
Thu Nov 30 2023,Indiana Pacers,142,Miami Heat,,132,142,november,2023-2024,4,1,80.0,1,4,20.0,1,2,3,2.0,3.0,10,8,9,7
Thu Nov 30 2023,Detroit Pistons,118,New York Knicks,,112,118,november,2023-2024,2,3,40.0,2,3,40.0,3,0,3,2.0,1.0,10,7,2,16
Thu Nov 30 2023,Milwaukee Bucks,120,Chicago Bulls,OT,113,120,november,2023-2024,4,1,80.0,3,2,60.0,1,3,4,2.0,2.0,5,14,13,5
Thu Nov 30 2023,Utah Jazz,101,Minnesota Timberwolves,,90,101,november,2023-2024,1,4,20.0,3,2,60.0,4,0,4,2.0,1.0,13,4,6,12
Thu Nov 30 2023,Los Angeles Lakers,133,Oklahoma City Thunder,,110,133,november,2023-2024,3,2,60.0,3,2,60.0,1,3,4,2.0,1.0,11,6,11,8
Thu Nov 30 2023,Atlanta Hawks,135,San Antonio Spurs,,137,135,november,2023-2024,2,3,40.0,3,2,60.0,0,2,2,4.0,2.0,3,14,8,9
Thu Nov 30 2023,Los Angeles Clippers,120,Golden State Warriors,,114,120,november,2023-2024,2,3,40.0,2,3,40.0,1,3,4,2.0,1.0,8,10,8,9
Fri Dec 1 2023,Washington Wizards,130,Orlando Magic,,125,130,december,2023-2024,0,5,0.0,4,1,80.0,4,0,4,2.0,2.0,13,5,3,15
Fri Dec 1 2023,Philadelphia 76ers,125,Boston Celtics,,119,125,december,2023-2024,2,3,40.0,3,2,60.0,3,1,4,3.0,2.0,14,4,12,6
Fri Dec 1 2023,Memphis Grizzlies,94,Dallas Mavericks,,108,94,december,2023-2024,3,2,60.0,1,4,20.0,2,2,4,3.0,2.0,11,6,4,13
Fri Dec 1 2023,New York Knicks,106,Toronto Raptors,,119,106,december,2023-2024,3,2,60.0,1,4,20.0,0,4,4,2.0,1.0,9,10,11,7
Fri Dec 1 2023,San Antonio Spurs,121,New Orleans Pelicans,,106,121,december,2023-2024,3,2,60.0,2,3,40.0,3,1,4,2.0,1.0,10,9,3,15
Fri Dec 1 2023,Denver Nuggets,111,Phoenix Suns,,119,111,december,2023-2024,3,2,60.0,3,2,60.0,2,1,3,2.0,2.0,11,7,13,6
Sat Dec 2 2023,Golden State Warriors,113,Los Angeles Clippers,,112,113,december,2023-2024,2,3,40.0,2,3,40.0,3,1,4,2.0,2.0,8,10,9,10
Sat Dec 2 2023,Minnesota Timberwolves,117,Charlotte Hornets,,123,117,december,2023-2024,3,2,60.0,1,4,20.0,1,1,2,2.0,2.0,6,11,14,4
Sat Dec 2 2023,Orlando Magic,129,Brooklyn Nets,,101,129,december,2023-2024,1,4,20.0,0,5,0.0,2,2,4,2.0,1.0,9,9,14,5
Sat Dec 2 2023,Cleveland Cavaliers,101,Detroit Pistons,,110,101,december,2023-2024,2,3,40.0,0,5,0.0,0,4,4,2.0,2.0,2,17,10,9
Sat Dec 2 2023,New Orleans Pelicans,124,Chicago Bulls,,118,124,december,2023-2024,4,1,80.0,3,2,60.0,2,0,2,2.0,1.0,6,14,11,9
Sat Dec 2 2023,Indiana Pacers,129,Miami Heat,,144,129,december,2023-2024,3,2,60.0,2,3,40.0,1,2,3,2.0,2.0,11,8,9,8
Sat Dec 2 2023,Atlanta Hawks,132,Milwaukee Bucks,,121,132,december,2023-2024,3,2,60.0,4,1,80.0,2,1,3,2.0,2.0,13,6,9,9
Sat Dec 2 2023,Oklahoma City Thunder,120,Dallas Mavericks,,126,120,december,2023-2024,2,3,40.0,2,3,40.0,1,3,4,1.0,2.0,11,7,12,6
Sat Dec 2 2023,Memphis Grizzlies,116,Phoenix Suns,,109,116,december,2023-2024,3,2,60.0,2,3,40.0,2,1,3,1.0,1.0,11,8,5,13
Sat Dec 2 2023,Portland Trail Blazers,118,Utah Jazz,OT,113,118,december,2023-2024,3,2,60.0,4,1,80.0,3,1,4,2.0,2.0,6,13,6,12
Sat Dec 2 2023,Denver Nuggets,123,Sacramento Kings,,117,123,december,2023-2024,3,2,60.0,3,2,60.0,3,1,4,3.0,1.0,10,7,14,6
Sat Dec 2 2023,Houston Rockets,107,Los Angeles Lakers,,97,107,december,2023-2024,4,1,80.0,3,2,60.0,2,2,4,2.0,3.0,11,9,8,8
Mon Dec 4 2023,Boston Celtics,122,Indiana Pacers,,112,122,december,2023-2024,2,3,40.0,1,4,20.0,2,3,5,2.0,3.0,10,8,15,4
Mon Dec 4 2023,New Orleans Pelicans,117,Sacramento Kings,,127,117,december,2023-2024,2,3,40.0,3,2,60.0,0,6,6,2.0,2.0,11,7,11,10
Tue Dec 5 2023,New York Knicks,146,Milwaukee Bucks,,122,146,december,2023-2024,2,3,40.0,1,4,20.0,3,2,5,3.0,4.0,14,6,12,7
Tue Dec 5 2023,Phoenix Suns,106,Los Angeles Lakers,,103,106,december,2023-2024,4,1,80.0,3,2,60.0,3,2,5,3.0,3.0,12,9,12,8
Wed Dec 6 2023,Orlando Magic,121,Cleveland Cavaliers,,111,121,december,2023-2024,1,4,20.0,1,4,20.0,5,4,9,4.0,4.0,11,9,14,6
Wed Dec 6 2023,Memphis Grizzlies,102,Detroit Pistons,,116,102,december,2023-2024,2,3,40.0,2,3,40.0,0,3,3,4.0,4.0,2,18,5,14
Wed Dec 6 2023,Philadelphia 76ers,126,Washington Wizards,,131,126,december,2023-2024,4,1,80.0,4,1,80.0,0,4,4,5.0,5.0,3,16,12,7
Wed Dec 6 2023,Brooklyn Nets,113,Atlanta Hawks,,114,113,december,2023-2024,5,0,100.0,0,5,0.0,1,3,4,4.0,4.0,9,10,10,9
Wed Dec 6 2023,San Antonio Spurs,102,Minnesota Timberwolves,,94,102,december,2023-2024,2,3,40.0,3,2,60.0,3,1,4,4.0,5.0,15,4,3,16
Wed Dec 6 2023,Miami Heat,103,Toronto Raptors,,112,103,december,2023-2024,2,3,40.0,2,3,40.0,1,3,4,5.0,4.0,9,11,11,9
Wed Dec 6 2023,Charlotte Hornets,111,Chicago Bulls,,100,111,december,2023-2024,3,2,60.0,3,2,60.0,4,0,4,4.0,4.0,7,14,6,12
Wed Dec 6 2023,Oklahoma City Thunder,110,Houston Rockets,,101,110,december,2023-2024,3,2,60.0,2,3,40.0,2,2,4,4.0,4.0,8,9,13,6
Wed Dec 6 2023,Utah Jazz,147,Dallas Mavericks,,97,147,december,2023-2024,2,3,40.0,2,3,40.0,3,1,4,4.0,4.0,11,8,7,13
Wed Dec 6 2023,Portland Trail Blazers,110,Golden State Warriors,,106,110,december,2023-2024,3,2,60.0,4,1,80.0,4,0,4,4.0,4.0,9,11,6,13
Wed Dec 6 2023,Denver Nuggets,111,Los Angeles Clippers,,102,111,december,2023-2024,2,3,40.0,3,2,60.0,2,2,4,4.0,4.0,9,10,14,7
Thu Dec 7 2023,Indiana Pacers,119,Milwaukee Bucks,,128,119,december,2023-2024,2,3,40.0,2,3,40.0,3,7,10,2.0,3.0,15,6,11,8
Thu Dec 7 2023,New Orleans Pelicans,133,Los Angeles Lakers,,89,133,december,2023-2024,3,2,60.0,3,2,60.0,4,1,5,2.0,3.0,13,9,12,10
Fri Dec 8 2023,Toronto Raptors,119,Charlotte Hornets,,116,119,december,2023-2024,4,1,80.0,2,3,40.0,1,3,4,2.0,2.0,6,13,9,12
Fri Dec 8 2023,Detroit Pistons,123,Orlando Magic,,91,123,december,2023-2024,2,3,40.0,1,4,20.0,4,0,4,2.0,2.0,14,7,2,19
Fri Dec 8 2023,Atlanta Hawks,125,Philadelphia 76ers,,114,125,december,2023-2024,4,1,80.0,4,1,80.0,2,2,4,2.0,2.0,13,7,9,11
Fri Dec 8 2023,New York Knicks,133,Boston Celtics,,123,133,december,2023-2024,2,3,40.0,2,3,40.0,4,1,5,4.0,3.0,15,5,12,8
Fri Dec 8 2023,Washington Wizards,124,Brooklyn Nets,,97,124,december,2023-2024,1,4,20.0,3,2,60.0,3,1,4,2.0,2.0,11,9,3,17
Fri Dec 8 2023,Minnesota Timberwolves,103,Memphis Grizzlies,,127,103,december,2023-2024,3,2,60.0,2,3,40.0,0,4,4,2.0,2.0,6,14,16,4
Fri Dec 8 2023,Cleveland Cavaliers,99,Miami Heat,,111,99,december,2023-2024,2,3,40.0,1,4,20.0,3,1,4,2.0,2.0,12,9,12,9
Fri Dec 8 2023,Golden State Warriors,138,Oklahoma City Thunder,OT,136,138,december,2023-2024,3,2,60.0,2,3,40.0,3,1,4,2.0,2.0,13,7,10,11
Fri Dec 8 2023,Chicago Bulls,112,San Antonio Spurs,,121,112,december,2023-2024,4,1,80.0,2,3,40.0,0,3,3,2.0,2.0,3,17,8,14
Fri Dec 8 2023,Houston Rockets,106,Denver Nuggets,,114,106,december,2023-2024,4,1,80.0,3,2,60.0,1,3,4,2.0,2.0,14,8,9,9
Fri Dec 8 2023,Sacramento Kings,106,Phoenix Suns,,114,106,december,2023-2024,3,2,60.0,1,4,20.0,3,2,5,3.0,4.0,12,9,11,8
Fri Dec 8 2023,Dallas Mavericks,112,Portland Trail Blazers,,125,112,december,2023-2024,5,0,100.0,1,4,20.0,0,4,4,2.0,2.0,6,14,12,8
Fri Dec 8 2023,Los Angeles Clippers,103,Utah Jazz,,117,103,december,2023-2024,3,2,60.0,2,3,40.0,2,2,4,2.0,2.0,7,14,10,10
Sat Dec 9 2023,Indiana Pacers,123,Los Angeles Lakers,,109,123,december,2023-2024,2,3,40.0,3,2,60.0,2,1,3,2.0,2.0,14,9,12,8
Mon Dec 11 2023,Miami Heat,114,Charlotte Hornets,,116,114,december,2023-2024,3,2,60.0,1,4,20.0,0,4,4,3.0,3.0,7,13,12,10
Mon Dec 11 2023,Indiana Pacers,123,Detroit Pistons,,131,123,december,2023-2024,2,3,40.0,4,1,80.0,0,4,4,3.0,2.0,2,20,12,9
Mon Dec 11 2023,Cleveland Cavaliers,104,Orlando Magic,,94,104,december,2023-2024,2,3,40.0,2,3,40.0,4,5,9,3.0,3.0,15,7,13,9
