Date,Visitor/Neutral,PTS,Home/Neutral,,Visitor_PTS,Home_PTS,Month,Season,Recent Wins (Home),Recent Losses (Home),Recent Win % (Home),Recent Wins (Visitor),Recent Losses (Visitor),Recent Win % (Visitor),Matchup Wins (Home),Matchup Wins (Visitor),Total Matchups,DSLG (Visitor),DSLG (Home),Wins (Home),Losses (Home),Wins (Visitor),Losses (Visitor)
Wed Nov 9 2022,Utah Jazz,119,Atlanta Hawks,,125,119,november,2022-2023,3,2,60.0,3,2,60.0,1,1,2,2.0,2.0,87,76,105,58
Wed Nov 9 2022,Detroit Pistons,128,Boston Celtics,,112,128,november,2022-2023,3,2,60.0,2,3,40.0,4,0,4,2.0,2.0,96,64,45,111
Wed Nov 9 2022,New York Knicks,112,Brooklyn Nets,,85,112,november,2022-2023,3,2,60.0,3,2,60.0,2,2,4,2.0,2.0,92,70,77,78
Wed Nov 9 2022,Houston Rockets,116,Toronto Raptors,,109,116,november,2022-2023,3,2,60.0,4,1,80.0,2,0,2,2.0,2.0,82,80,38,118
Wed Nov 9 2022,New Orleans Pelicans,111,Chicago Bulls,,115,111,november,2022-2023,3,2,60.0,4,1,80.0,0,2,2,2.0,2.0,79,83,73,90
Wed Nov 9 2022,Phoenix Suns,117,Minnesota Timberwolves,,129,117,november,2022-2023,2,3,40.0,1,4,20.0,1,3,4,2.0,2.0,74,90,120,41
Wed Nov 9 2022,Milwaukee Bucks,132,Oklahoma City Thunder,2OT,136,132,november,2022-2023,3,2,60.0,2,3,40.0,0,2,2,2.0,2.0,49,106,103,57
Wed Nov 9 2022,Memphis Grizzlies,122,San Antonio Spurs,OT,124,122,november,2022-2023,1,4,20.0,2,3,40.0,0,4,4,2.0,2.0,70,86,99,62
Wed Nov 9 2022,Los Angeles Lakers,114,Los Angeles Clippers,,101,114,november,2022-2023,2,3,40.0,1,4,20.0,4,0,4,2.0,2.0,91,68,71,84
Wed Nov 9 2022,Cleveland Cavaliers,127,Sacramento Kings,,120,127,november,2022-2023,4,1,80.0,3,2,60.0,2,0,2,2.0,2.0,59,95,73,84
Thu Nov 10 2022,Dallas Mavericks,113,Washington Wizards,,105,113,november,2022-2023,3,2,60.0,1,4,20.0,2,0,2,1.0,3.0,69,87,97,63
Thu Nov 10 2022,Philadelphia 76ers,104,Atlanta Hawks,,95,104,november,2022-2023,2,3,40.0,2,3,40.0,1,3,4,3.0,1.0,87,77,102,60
Thu Nov 10 2022,Charlotte Hornets,117,Miami Heat,OT,112,117,november,2022-2023,2,3,40.0,2,3,40.0,2,2,4,1.0,3.0,94,67,76,81
Thu Nov 10 2022,Portland Trail Blazers,95,New Orleans Pelicans,,106,95,november,2022-2023,4,1,80.0,4,1,80.0,3,1,4,1.0,1.0,74,90,70,86
Fri Nov 11 2022,Denver Nuggets,131,Boston Celtics,,112,131,november,2022-2023,3,2,60.0,4,1,80.0,1,1,2,2.0,2.0,97,64,99,62
Fri Nov 11 2022,Phoenix Suns,114,Orlando Magic,,97,114,november,2022-2023,1,4,20.0,2,3,40.0,1,1,2,2.0,2.0,44,113,121,41
Fri Nov 11 2022,Detroit Pistons,121,New York Knicks,,112,121,november,2022-2023,3,2,60.0,3,2,60.0,4,0,4,2.0,2.0,77,79,45,112
Fri Nov 11 2022,Toronto Raptors,132,Oklahoma City Thunder,,113,132,november,2022-2023,2,3,40.0,3,2,60.0,1,1,2,2.0,2.0,49,107,83,80
Fri Nov 11 2022,Milwaukee Bucks,111,San Antonio Spurs,,93,111,november,2022-2023,1,4,20.0,3,2,60.0,1,1,2,2.0,2.0,70,87,104,57
Fri Nov 11 2022,Minnesota Timberwolves,114,Memphis Grizzlies,,103,114,november,2022-2023,2,3,40.0,1,4,20.0,2,2,4,2.0,2.0,100,62,74,91
Fri Nov 11 2022,Cleveland Cavaliers,106,Golden State Warriors,,101,106,november,2022-2023,4,1,80.0,4,1,80.0,2,0,2,2.0,4.0,92,69,73,85
Fri Nov 11 2022,Sacramento Kings,114,Los Angeles Lakers,,120,114,november,2022-2023,2,3,40.0,4,1,80.0,1,3,4,2.0,2.0,71,85,60,95
Sat Nov 12 2022,Brooklyn Nets,95,Los Angeles Clippers,,110,95,november,2022-2023,2,3,40.0,3,2,60.0,1,1,2,3.0,3.0,92,68,93,70
Sat Nov 12 2022,Utah Jazz,121,Washington Wizards,,112,121,november,2022-2023,3,2,60.0,4,1,80.0,1,1,2,3.0,2.0,70,87,106,58
Sat Nov 12 2022,Boston Celtics,108,Detroit Pistons,,117,108,november,2022-2023,3,2,60.0,2,3,40.0,0,4,4,1.0,1.0,45,113,98,64
Sat Nov 12 2022,Toronto Raptors,118,Indiana Pacers,,104,118,november,2022-2023,2,3,40.0,3,2,60.0,3,0,3,1.0,3.0,59,96,83,81
Sat Nov 12 2022,Atlanta Hawks,121,Philadelphia 76ers,,109,121,november,2022-2023,2,3,40.0,1,4,20.0,3,1,4,2.0,2.0,102,61,88,77
Sat Nov 12 2022,Charlotte Hornets,132,Miami Heat,,115,132,november,2022-2023,1,4,20.0,2,3,40.0,2,2,4,2.0,2.0,95,67,76,82
Sat Nov 12 2022,Portland Trail Blazers,117,Dallas Mavericks,,112,117,november,2022-2023,2,3,40.0,5,0,100.0,2,2,4,2.0,2.0,97,64,71,86
Sat Nov 12 2022,Houston Rockets,119,New Orleans Pelicans,,106,119,november,2022-2023,3,2,60.0,4,1,80.0,3,1,4,3.0,2.0,74,91,38,119
Sun Nov 13 2022,Oklahoma City Thunder,135,New York Knicks,,145,135,november,2022-2023,3,2,60.0,2,3,40.0,1,1,2,2.0,2.0,78,79,50,107
Sun Nov 13 2022,Minnesota Timberwolves,124,Cleveland Cavaliers,,129,124,november,2022-2023,5,0,100.0,1,4,20.0,0,2,2,2.0,2.0,73,86,74,92
Sun Nov 13 2022,Memphis Grizzlies,102,Washington Wizards,,92,102,november,2022-2023,2,3,40.0,1,4,20.0,1,1,2,2.0,1.0,71,87,101,62
Sun Nov 13 2022,Utah Jazz,105,Philadelphia 76ers,,98,105,november,2022-2023,1,4,20.0,4,1,80.0,2,0,2,1.0,1.0,103,61,106,59
Sun Nov 13 2022,Denver Nuggets,103,Chicago Bulls,,126,103,november,2022-2023,2,3,40.0,4,1,80.0,1,1,2,2.0,4.0,79,84,99,63
Sun Nov 13 2022,Golden State Warriors,122,Sacramento Kings,,115,122,november,2022-2023,4,1,80.0,3,2,60.0,4,7,11,2.0,2.0,61,95,93,69
Sun Nov 13 2022,Brooklyn Nets,116,Los Angeles Lakers,,103,116,november,2022-2023,2,3,40.0,4,1,80.0,1,1,2,1.0,2.0,71,86,94,70
Mon Nov 14 2022,Toronto Raptors,111,Detroit Pistons,,115,111,november,2022-2023,2,3,40.0,3,2,60.0,0,4,4,2.0,2.0,45,114,83,82
Mon Nov 14 2022,Charlotte Hornets,105,Orlando Magic,,112,105,november,2022-2023,0,5,0.0,2,3,40.0,3,1,4,2.0,3.0,45,113,76,83
Mon Nov 14 2022,Oklahoma City Thunder,126,Boston Celtics,,122,126,november,2022-2023,3,2,60.0,3,2,60.0,1,1,2,1.0,2.0,99,64,51,107
Mon Nov 14 2022,Phoenix Suns,113,Miami Heat,,112,113,november,2022-2023,1,4,20.0,3,2,60.0,2,0,2,3.0,2.0,96,67,121,42
Mon Nov 14 2022,Los Angeles Clippers,106,Houston Rockets,,122,106,november,2022-2023,4,1,80.0,1,4,20.0,0,4,4,2.0,2.0,38,120,92,69
Mon Nov 14 2022,Atlanta Hawks,106,Milwaukee Bucks,,121,106,november,2022-2023,4,1,80.0,1,4,20.0,2,2,4,2.0,3.0,104,58,88,78
Mon Nov 14 2022,San Antonio Spurs,132,Golden State Warriors,,95,132,november,2022-2023,3,2,60.0,1,4,20.0,3,0,3,3.0,1.0,93,70,71,87
Tue Nov 15 2022,Memphis Grizzlies,113,New Orleans Pelicans,,102,113,november,2022-2023,3,2,60.0,2,3,40.0,2,2,4,2.0,3.0,75,91,101,63
Tue Nov 15 2022,Los Angeles Clippers,103,Dallas Mavericks,,101,103,november,2022-2023,2,3,40.0,1,4,20.0,2,2,4,1.0,3.0,98,64,93,69
Tue Nov 15 2022,New York Knicks,111,Utah Jazz,,118,111,november,2022-2023,4,1,80.0,2,3,40.0,0,2,2,2.0,2.0,106,60,78,80
Tue Nov 15 2022,San Antonio Spurs,117,Portland Trail Blazers,,110,117,november,2022-2023,5,0,100.0,2,3,40.0,3,1,4,1.0,3.0,71,87,71,88
Tue Nov 15 2022,Brooklyn Nets,153,Sacramento Kings,,121,153,november,2022-2023,3,2,60.0,4,1,80.0,2,0,2,2.0,2.0,62,95,94,71
Wed Nov 16 2022,Indiana Pacers,113,Charlotte Hornets,,125,113,november,2022-2023,3,2,60.0,1,4,20.0,1,2,3,4.0,2.0,77,83,60,96
Wed Nov 16 2022,Minnesota Timberwolves,108,Orlando Magic,,126,108,november,2022-2023,0,5,0.0,2,3,40.0,1,1,2,3.0,2.0,45,114,75,92
Wed Nov 16 2022,Oklahoma City Thunder,120,Washington Wizards,,121,120,november,2022-2023,2,3,40.0,3,2,60.0,0,2,2,2.0,3.0,72,87,51,108
Wed Nov 16 2022,Boston Celtics,101,Atlanta Hawks,,126,101,november,2022-2023,2,3,40.0,2,3,40.0,2,7,9,2.0,2.0,89,78,100,64
Wed Nov 16 2022,Miami Heat,112,Toronto Raptors,,104,112,november,2022-2023,4,1,80.0,1,4,20.0,3,1,4,2.0,2.0,84,82,97,67
Wed Nov 16 2022,Cleveland Cavaliers,113,Milwaukee Bucks,,98,113,november,2022-2023,3,2,60.0,4,1,80.0,2,2,4,3.0,2.0,104,59,73,87
Wed Nov 16 2022,Chicago Bulls,124,New Orleans Pelicans,,110,124,november,2022-2023,2,3,40.0,2,3,40.0,2,0,2,3.0,1.0,76,91,79,85
Wed Nov 16 2022,Houston Rockets,92,Dallas Mavericks,,101,92,november,2022-2023,2,3,40.0,4,1,80.0,3,1,4,2.0,1.0,99,64,38,121
Wed Nov 16 2022,New York Knicks,103,Denver Nuggets,,106,103,november,2022-2023,4,1,80.0,3,2,60.0,0,2,2,1.0,3.0,100,63,79,80
Wed Nov 16 2022,Golden State Warriors,130,Phoenix Suns,,119,130,november,2022-2023,4,1,80.0,2,3,40.0,3,1,4,2.0,2.0,121,43,94,70
Thu Nov 17 2022,Brooklyn Nets,107,Portland Trail Blazers,,109,107,november,2022-2023,4,1,80.0,4,1,80.0,0,2,2,2.0,2.0,72,87,94,72
Thu Nov 17 2022,San Antonio Spurs,130,Sacramento Kings,,112,130,november,2022-2023,2,3,40.0,2,3,40.0,3,1,4,2.0,2.0,63,95,71,89
Thu Nov 17 2022,Detroit Pistons,96,Los Angeles Clippers,,91,96,november,2022-2023,2,3,40.0,2,3,40.0,2,0,2,3.0,2.0,93,70,45,115
Fri Nov 18 2022,Miami Heat,107,Washington Wizards,OT,106,107,november,2022-2023,1,4,20.0,1,4,20.0,2,2,4,2.0,2.0,72,88,97,68
Fri Nov 18 2022,Charlotte Hornets,132,Cleveland Cavaliers,2OT,122,132,november,2022-2023,4,1,80.0,3,2,60.0,3,1,4,2.0,2.0,73,88,77,84
Fri Nov 18 2022,Milwaukee Bucks,110,Philadelphia 76ers,,102,110,november,2022-2023,1,4,20.0,3,2,60.0,2,2,4,2.0,5.0,104,61,105,59
Fri Nov 18 2022,Orlando Magic,107,Chicago Bulls,,108,107,november,2022-2023,2,3,40.0,0,5,0.0,1,2,3,2.0,2.0,79,86,45,115
Fri Nov 18 2022,Indiana Pacers,91,Houston Rockets,,99,91,november,2022-2023,4,1,80.0,1,4,20.0,0,2,2,2.0,2.0,39,121,61,96
Fri Nov 18 2022,Oklahoma City Thunder,121,Memphis Grizzlies,,110,121,november,2022-2023,3,2,60.0,3,2,60.0,2,2,4,2.0,3.0,101,64,52,108
Fri Nov 18 2022,Denver Nuggets,127,Dallas Mavericks,,99,127,november,2022-2023,2,3,40.0,4,1,80.0,2,2,4,2.0,2.0,99,65,100,64
Fri Nov 18 2022,Boston Celtics,109,New Orleans Pelicans,,117,109,november,2022-2023,1,4,20.0,2,3,40.0,0,2,2,2.0,2.0,77,91,101,64
Fri Nov 18 2022,Phoenix Suns,134,Utah Jazz,,133,134,november,2022-2023,3,2,60.0,4,1,80.0,1,2,3,2.0,3.0,106,61,122,43
Fri Nov 18 2022,New York Knicks,111,Golden State Warriors,,101,111,november,2022-2023,2,3,40.0,3,2,60.0,1,1,2,2.0,2.0,94,71,80,80
Fri Nov 18 2022,Detroit Pistons,128,Los Angeles Lakers,,121,128,november,2022-2023,2,3,40.0,3,2,60.0,2,0,2,1.0,5.0,72,86,45,116
Sat Nov 19 2022,Toronto Raptors,124,Atlanta Hawks,OT,122,124,november,2022-2023,2,3,40.0,3,2,60.0,2,1,3,3.0,3.0,89,79,85,82
Sat Nov 19 2022,Orlando Magic,114,Indiana Pacers,,113,114,november,2022-2023,2,3,40.0,1,4,20.0,3,1,4,1.0,1.0,62,96,46,115
Sat Nov 19 2022,Minnesota Timberwolves,109,Philadelphia 76ers,,112,109,november,2022-2023,1,4,20.0,3,2,60.0,1,1,2,3.0,1.0,105,61,76,92
Sat Nov 19 2022,Utah Jazz,113,Portland Trail Blazers,,118,113,november,2022-2023,3,2,60.0,3,2,60.0,3,1,4,1.0,2.0,72,88,107,61
Sat Nov 19 2022,San Antonio Spurs,119,Los Angeles Clippers,,97,119,november,2022-2023,2,3,40.0,3,2,60.0,4,0,4,2.0,2.0,94,70,71,90
Sun Nov 20 2022,New York Knicks,116,Phoenix Suns,,95,116,november,2022-2023,4,1,80.0,3,2,60.0,1,1,2,2.0,2.0,122,44,80,81
Sun Nov 20 2022,Detroit Pistons,137,Sacramento Kings,,129,137,november,2022-2023,1,4,20.0,3,2,60.0,2,0,2,2.0,3.0,64,95,45,117
Sun Nov 20 2022,Charlotte Hornets,106,Washington Wizards,,102,106,november,2022-2023,0,5,0.0,4,1,80.0,3,1,4,2.0,2.0,73,88,77,85
Sun Nov 20 2022,Memphis Grizzlies,127,Brooklyn Nets,,115,127,november,2022-2023,4,1,80.0,3,2,60.0,1,1,2,2.0,3.0,95,72,102,64
Sun Nov 20 2022,Miami Heat,113,Cleveland Cavaliers,,87,113,november,2022-2023,3,2,60.0,2,3,40.0,2,2,4,2.0,2.0,74,88,97,69
Sun Nov 20 2022,Golden State Warriors,120,Houston Rockets,,127,120,november,2022-2023,3,2,60.0,2,3,40.0,0,4,4,2.0,2.0,39,122,95,71
Sun Nov 20 2022,Denver Nuggets,97,Dallas Mavericks,,98,97,november,2022-2023,1,4,20.0,4,1,80.0,2,2,4,2.0,2.0,100,65,100,65
Sun Nov 20 2022,San Antonio Spurs,123,Los Angeles Lakers,,92,123,november,2022-2023,2,3,40.0,4,1,80.0,4,0,4,1.0,2.0,73,86,71,91
Mon Nov 21 2022,Atlanta Hawks,114,Cleveland Cavaliers,,102,114,november,2022-2023,2,3,40.0,2,3,40.0,1,2,3,2.0,1.0,75,88,90,79
Mon Nov 21 2022,Orlando Magic,123,Indiana Pacers,,102,123,november,2022-2023,2,3,40.0,2,3,40.0,3,1,4,2.0,2.0,63,96,46,116
Mon Nov 21 2022,Boston Celtics,121,Chicago Bulls,,107,121,november,2022-2023,1,4,20.0,3,2,60.0,2,2,4,3.0,3.0,79,87,102,64
Mon Nov 21 2022,Portland Trail Blazers,119,Milwaukee Bucks,,111,119,november,2022-2023,3,2,60.0,2,3,40.0,2,0,2,2.0,3.0,105,60,72,89
Mon Nov 21 2022,Miami Heat,105,Minnesota Timberwolves,,101,105,november,2022-2023,4,1,80.0,3,2,60.0,1,1,2,1.0,2.0,77,92,97,70
Mon Nov 21 2022,Golden State Warriors,128,New Orleans Pelicans,,83,128,november,2022-2023,0,5,0.0,3,2,60.0,2,2,4,1.0,3.0,77,92,96,71
Mon Nov 21 2022,New York Knicks,119,Oklahoma City Thunder,,129,119,november,2022-2023,4,1,80.0,4,1,80.0,1,1,2,1.0,3.0,52,109,80,82
Mon Nov 21 2022,Utah Jazz,121,Los Angeles Clippers,,114,121,november,2022-2023,2,3,40.0,3,2,60.0,1,3,4,2.0,2.0,95,70,108,61
Tue Nov 22 2022,Brooklyn Nets,115,Philadelphia 76ers,,106,115,november,2022-2023,1,4,20.0,4,1,80.0,8,0,8,2.0,3.0,105,62,96,72
Tue Nov 22 2022,Sacramento Kings,109,Memphis Grizzlies,,113,109,november,2022-2023,3,2,60.0,1,4,20.0,2,2,4,2.0,2.0,102,65,65,95
Tue Nov 22 2022,Detroit Pistons,108,Denver Nuggets,,110,108,november,2022-2023,4,1,80.0,3,2,60.0,1,1,2,2.0,2.0,101,65,45,118
Tue Nov 22 2022,Los Angeles Lakers,115,Phoenix Suns,,105,115,november,2022-2023,3,2,60.0,1,4,20.0,2,2,4,2.0,2.0,123,44,74,86
Wed Nov 23 2022,Philadelphia 76ers,107,Charlotte Hornets,,101,107,november,2022-2023,4,1,80.0,0,5,0.0,1,2,3,1.0,3.0,77,86,106,62
Wed Nov 23 2022,Portland Trail Blazers,114,Cleveland Cavaliers,,96,114,november,2022-2023,1,4,20.0,2,3,40.0,2,0,2,2.0,2.0,76,88,72,90
Wed Nov 23 2022,Minnesota Timberwolves,101,Indiana Pacers,,115,101,november,2022-2023,2,3,40.0,4,1,80.0,0,2,2,2.0,2.0,64,96,78,92
Wed Nov 23 2022,Sacramento Kings,115,Atlanta Hawks,,106,115,november,2022-2023,3,2,60.0,1,4,20.0,2,0,2,1.0,2.0,90,80,66,95
Wed Nov 23 2022,Dallas Mavericks,125,Boston Celtics,,112,125,november,2022-2023,4,1,80.0,0,5,0.0,2,0,2,3.0,2.0,102,65,100,66
Wed Nov 23 2022,Washington Wizards,113,Miami Heat,,105,113,november,2022-2023,4,1,80.0,0,5,0.0,2,2,4,3.0,2.0,97,71,74,88
Wed Nov 23 2022,Brooklyn Nets,98,Toronto Raptors,,112,98,november,2022-2023,4,1,80.0,4,1,80.0,0,4,4,1.0,4.0,85,83,96,73
Wed Nov 23 2022,Chicago Bulls,113,Milwaukee Bucks,,118,113,november,2022-2023,2,3,40.0,1,4,20.0,2,2,4,2.0,2.0,106,60,80,87
Wed Nov 23 2022,Denver Nuggets,126,Oklahoma City Thunder,OT,131,126,november,2022-2023,4,1,80.0,3,2,60.0,1,3,4,1.0,2.0,52,110,101,66
Wed Nov 23 2022,New Orleans Pelicans,110,San Antonio Spurs,,129,110,november,2022-2023,5,0,100.0,0,5,0.0,0,4,4,2.0,3.0,71,92,78,92
Wed Nov 23 2022,Detroit Pistons,116,Utah Jazz,,125,116,november,2022-2023,3,2,60.0,4,1,80.0,1,1,2,1.0,2.0,108,62,46,118
Wed Nov 23 2022,Los Angeles Clippers,124,Golden State Warriors,,107,124,november,2022-2023,3,2,60.0,2,3,40.0,2,2,4,2.0,2.0,96,72,96,70
Fri Nov 25 2022,Minnesota Timberwolves,110,Charlotte Hornets,,108,110,november,2022-2023,3,2,60.0,4,1,80.0,2,0,2,2.0,2.0,78,86,79,92
Fri Nov 25 2022,Philadelphia 76ers,99,Orlando Magic,,107,99,november,2022-2023,3,2,60.0,1,4,20.0,1,3,4,2.0,4.0,46,117,106,63
Fri Nov 25 2022,Portland Trail Blazers,129,New York Knicks,OT,132,129,november,2022-2023,5,0,100.0,2,3,40.0,1,1,2,2.0,4.0,81,82,72,91
Fri Nov 25 2022,Sacramento Kings,122,Boston Celtics,,104,122,november,2022-2023,3,2,60.0,2,3,40.0,2,0,2,2.0,2.0,103,65,66,96
Fri Nov 25 2022,Atlanta Hawks,128,Houston Rockets,,122,128,november,2022-2023,2,3,40.0,2,3,40.0,1,1,2,2.0,5.0,39,123,91,80
Fri Nov 25 2022,Brooklyn Nets,128,Indiana Pacers,,117,128,november,2022-2023,2,3,40.0,4,1,80.0,2,2,4,2.0,2.0,64,97,97,73
Fri Nov 25 2022,New Orleans Pelicans,132,Memphis Grizzlies,,111,132,november,2022-2023,3,2,60.0,1,4,20.0,2,2,4,2.0,3.0,102,66,79,92
Fri Nov 25 2022,Washington Wizards,110,Miami Heat,,107,110,november,2022-2023,4,1,80.0,1,4,20.0,2,2,4,2.0,2.0,98,71,74,89
Fri Nov 25 2022,Cleveland Cavaliers,117,Milwaukee Bucks,,102,117,november,2022-2023,1,4,20.0,1,4,20.0,2,2,4,2.0,2.0,106,61,77,88
Fri Nov 25 2022,Chicago Bulls,123,Oklahoma City Thunder,OT,119,123,november,2022-2023,3,2,60.0,2,3,40.0,2,0,2,2.0,2.0,52,111,81,87
Fri Nov 25 2022,Los Angeles Lakers,94,San Antonio Spurs,,105,94,november,2022-2023,4,1,80.0,1,4,20.0,0,4,4,3.0,2.0,71,93,74,87
Fri Nov 25 2022,Detroit Pistons,108,Phoenix Suns,,102,108,november,2022-2023,2,3,40.0,5,0,100.0,2,0,2,2.0,3.0,124,44,47,118
Fri Nov 25 2022,Utah Jazz,129,Golden State Warriors,,118,129,november,2022-2023,3,2,60.0,2,3,40.0,2,1,3,2.0,2.0,97,72,108,63
Fri Nov 25 2022,Denver Nuggets,104,Los Angeles Clippers,,114,104,november,2022-2023,2,3,40.0,3,2,60.0,0,4,4,2.0,2.0,96,71,102,66
Sat Nov 26 2022,Dallas Mavericks,105,Toronto Raptors,,100,105,november,2022-2023,3,2,60.0,1,4,20.0,1,1,2,3.0,3.0,85,84,100,67
Sat Nov 26 2022,Oklahoma City Thunder,118,Houston Rockets,,105,118,november,2022-2023,1,4,20.0,2,3,40.0,2,2,4,1.0,1.0,40,123,53,111
Sat Nov 26 2022,Los Angeles Lakers,138,San Antonio Spurs,,143,138,november,2022-2023,3,2,60.0,2,3,40.0,0,4,4,1.0,1.0,71,94,75,87
Sat Nov 26 2022,Utah Jazz,113,Phoenix Suns,,112,113,november,2022-2023,1,4,20.0,3,2,60.0,2,1,3,1.0,1.0,125,44,108,64
Sun Nov 27 2022,Portland Trail Blazers,111,Brooklyn Nets,,97,111,november,2022-2023,4,1,80.0,3,2,60.0,2,0,2,2.0,2.0,97,74,73,91
Sun Nov 27 2022,Golden State Warriors,114,Minnesota Timberwolves,,137,114,november,2022-2023,4,1,80.0,2,3,40.0,2,2,4,2.0,2.0,79,93,98,72
Sun Nov 27 2022,Indiana Pacers,114,Los Angeles Clippers,,100,114,november,2022-2023,1,4,20.0,1,4,20.0,1,1,2,2.0,2.0,96,72,65,97
Sun Nov 27 2022,Miami Heat,98,Atlanta Hawks,,106,98,november,2022-2023,2,3,40.0,3,2,60.0,2,3,5,2.0,2.0,91,81,99,71
Sun Nov 27 2022,Washington Wizards,130,Boston Celtics,,121,130,november,2022-2023,3,2,60.0,2,3,40.0,2,1,3,2.0,2.0,104,65,74,90
Sun Nov 27 2022,Cleveland Cavaliers,94,Detroit Pistons,,102,94,november,2022-2023,5,0,100.0,1,4,20.0,0,4,4,2.0,2.0,47,119,77,89
Sun Nov 27 2022,Memphis Grizzlies,123,New York Knicks,,127,123,november,2022-2023,4,1,80.0,2,3,40.0,0,2,2,2.0,2.0,81,83,103,66
Sun Nov 27 2022,Philadelphia 76ers,103,Orlando Magic,,133,103,november,2022-2023,3,2,60.0,2,3,40.0,1,3,4,2.0,2.0,46,118,107,63
Sun Nov 27 2022,Dallas Mavericks,124,Milwaukee Bucks,,115,124,november,2022-2023,1,4,20.0,2,3,40.0,2,0,2,1.0,2.0,107,61,100,68
Mon Nov 28 2022,Atlanta Hawks,104,Philadelphia 76ers,,101,104,november,2022-2023,3,2,60.0,2,3,40.0,3,1,4,1.0,1.0,108,63,91,82
Mon Nov 28 2022,Minnesota Timberwolves,142,Washington Wizards,,127,142,november,2022-2023,3,2,60.0,3,2,60.0,2,0,2,1.0,1.0,74,91,79,94
Mon Nov 28 2022,Charlotte Hornets,140,Boston Celtics,,105,140,november,2022-2023,2,3,40.0,2,3,40.0,4,0,4,3.0,1.0,105,65,79,86
Mon Nov 28 2022,Orlando Magic,109,Brooklyn Nets,,102,109,november,2022-2023,3,2,60.0,3,2,60.0,2,1,3,1.0,1.0,98,74,46,119
Mon Nov 28 2022,Cleveland Cavaliers,100,Toronto Raptors,,88,100,november,2022-2023,2,3,40.0,2,3,40.0,3,1,4,1.0,2.0,86,84,78,89
Mon Nov 28 2022,Oklahoma City Thunder,105,New Orleans Pelicans,,101,105,november,2022-2023,2,3,40.0,2,3,40.0,3,2,5,2.0,3.0,79,93,53,112
Mon Nov 28 2022,Houston Rockets,129,Denver Nuggets,,113,129,november,2022-2023,4,1,80.0,1,4,20.0,3,1,4,2.0,3.0,103,66,41,123
Mon Nov 28 2022,Chicago Bulls,107,Utah Jazz,,114,107,november,2022-2023,4,1,80.0,3,2,60.0,0,2,2,3.0,2.0,108,65,81,88
Mon Nov 28 2022,Phoenix Suns,117,Sacramento Kings,,122,117,november,2022-2023,3,2,60.0,1,4,20.0,2,2,4,2.0,3.0,66,97,126,44
Mon Nov 28 2022,Indiana Pacers,115,Los Angeles Lakers,,116,115,november,2022-2023,3,2,60.0,1,4,20.0,1,1,2,1.0,2.0,76,87,65,98
Tue Nov 29 2022,New York Knicks,110,Detroit Pistons,,140,110,november,2022-2023,4,1,80.0,3,2,60.0,0,4,4,2.0,2.0,47,120,81,84
Tue Nov 29 2022,Golden State Warriors,116,Dallas Mavericks,,113,116,november,2022-2023,3,2,60.0,3,2,60.0,1,2,3,2.0,2.0,100,69,99,72
Tue Nov 29 2022,Los Angeles Clippers,112,Portland Trail Blazers,,118,112,november,2022-2023,4,1,80.0,1,4,20.0,0,3,3,2.0,2.0,73,92,97,72
Wed Nov 30 2022,Philadelphia 76ers,113,Cleveland Cavaliers,,85,113,november,2022-2023,3,2,60.0,3,2,60.0,1,2,3,2.0,2.0,78,90,109,63
Wed Nov 30 2022,Atlanta Hawks,108,Orlando Magic,,125,108,november,2022-2023,3,2,60.0,3,2,60.0,1,3,4,2.0,2.0,46,120,91,83
Wed Nov 30 2022,Miami Heat,134,Boston Celtics,,121,134,november,2022-2023,1,4,20.0,3,2,60.0,2,2,4,3.0,2.0,106,65,100,71
Wed Nov 30 2022,Washington Wizards,113,Brooklyn Nets,,107,113,november,2022-2023,3,2,60.0,3,2,60.0,4,0,4,2.0,2.0,99,74,75,91
Wed Nov 30 2022,Milwaukee Bucks,103,New York Knicks,,109,103,november,2022-2023,3,2,60.0,1,4,20.0,0,3,3,3.0,1.0,82,84,108,61
Wed Nov 30 2022,Memphis Grizzlies,109,Minnesota Timberwolves,,101,109,november,2022-2023,3,2,60.0,2,3,40.0,2,2,4,3.0,2.0,79,95,104,66
Wed Nov 30 2022,Toronto Raptors,126,New Orleans Pelicans,,108,126,november,2022-2023,2,3,40.0,1,4,20.0,1,1,2,2.0,2.0,80,93,87,84
Wed Nov 30 2022,San Antonio Spurs,119,Oklahoma City Thunder,,111,119,november,2022-2023,2,3,40.0,2,3,40.0,3,0,3,4.0,2.0,53,113,71,95
Wed Nov 30 2022,Houston Rockets,120,Denver Nuggets,,100,120,november,2022-2023,3,2,60.0,1,4,20.0,3,1,4,2.0,2.0,104,66,41,124
Wed Nov 30 2022,Chicago Bulls,132,Phoenix Suns,,113,132,november,2022-2023,1,4,20.0,3,2,60.0,2,0,2,2.0,2.0,127,44,82,88
Wed Nov 30 2022,Los Angeles Clippers,125,Utah Jazz,,112,125,november,2022-2023,3,2,60.0,2,3,40.0,3,1,4,1.0,2.0,108,66,98,72
Wed Nov 30 2022,Indiana Pacers,137,Sacramento Kings,,114,137,november,2022-2023,3,2,60.0,2,3,40.0,1,1,2,2.0,2.0,66,98,66,98
Wed Nov 30 2022,Portland Trail Blazers,128,Los Angeles Lakers,,109,128,november,2022-2023,3,2,60.0,4,1,80.0,2,2,4,1.0,2.0,76,88,73,93
